donor	receiver	compound	rate	mass_rate	community	medium
Eubacterium_rectale_ATCC_33656	Faecalibacterium_prausnitzii_A2_165	M_ocdca__91__e__93__	5.113452201513577e-06	1.4494995573134304e-06	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Eggerthella_lenta_DSM_2243	M_h2__91__e__93__	0.0007187285977328515	1.448813107309882e-06	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_pydx__91__e__93__	8.07789172299132e-06	1.3503133050419856e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_ca2__91__e__93__	3.266318585078395e-05	1.3090751625277193e-06	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Clostridium_hiranonis_TO_931_DSM_13275	M_co2__91__e__93__	2.905414714406217e-05	1.2786584887366043e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_k__91__e__93__	3.266318585078395e-05	1.2770750393497062e-06	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_spmd__91__e__93__	8.07789172299132e-06	1.1976993122978554e-06	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_zn2__91__e__93__	1.789780494092428e-05	1.1703374650870389e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_cl__91__e__93__	3.266318585078395e-05	1.1580079279678436e-06	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_pro_L__91__e__93__	9.903340742140671e-06	1.1401726099767295e-06	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_cu2__91__e__93__	1.789780494092428e-05	1.1373339127759744e-06	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_so4__91__e__93__	1.1506158155871749e-05	1.1053114684642455e-06	all	LB_extend
Eggerthella_lenta_DSM_2243	Bacteroides_uniformis_ATCC_8492	M_pi__91__e__93__	1.1480746796823564e-05	1.1019140410363682e-06	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Collinsella_aerofaciens_ATCC_25986	M_nh4__91__e__93__	6.025327512444079e-05	1.0868666526772004e-06	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_cobalt2__91__e__93__	1.789780494092428e-05	1.0547749181444787e-06	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_o2__91__e__93__	3.266318585078395e-05	1.0451827514020653e-06	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_fe3__91__e__93__	1.789780494092428e-05	9.995029169259166e-07	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_fe2__91__e__93__	1.789780494092428e-05	9.995029169259164e-07	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_mn2__91__e__93__	1.789780494092428e-05	9.832696078444981e-07	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Clostridium_hiranonis_TO_931_DSM_13275	M_thymd__91__e__93__	4.020034590050119e-06	9.737649386786603e-07	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Collinsella_aerofaciens_ATCC_25986	M_for__91__e__93__	2.1319708464699958e-05	9.597578438387839e-07	all	LB_extend
Eggerthella_lenta_DSM_2243	Faecalibacterium_prausnitzii_A2_165	M_for__91__e__93__	2.1176742294822704e-05	9.533218785829516e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_so4__91__e__93__	9.726693311378084e-06	9.343714488935884e-07	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Clostridium_hiranonis_TO_931_DSM_13275	M_ala_L__91__e__93__	1.0301055173161762e-05	9.177508784369835e-07	all	LB_extend
Eubacterium_rectale_ATCC_33656	Collinsella_aerofaciens_ATCC_25986	M_for__91__e__93__	2.017382316592704e-05	9.081730669898038e-07	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Prevotella_copri_CB7_DSM_18205	M_h2o__91__e__93__	5.020027879784146e-05	9.043680625988735e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_fe2__91__e__93__	1.615578344598264e-05	9.022197265409004e-07	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_mg2__91__e__93__	3.266318585078395e-05	7.93878732103304e-07	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_his_L__91__e__93__	5.039799833179802e-06	7.819461112771458e-07	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_cgly__91__e__93__	4.368177071938434e-06	7.784489046307835e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_zn2__91__e__93__	1.1506158155868252e-05	7.523876818122251e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_cu2__91__e__93__	1.1506158155868252e-05	7.311703261728041e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_ptrc__91__e__93__	8.07789172299132e-06	7.283576474086136e-07	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_ca2__91__e__93__	1.789780494092428e-05	7.173082264223634e-07	all	LB_extend
Collinsella_aerofaciens_ATCC_25986	Bacteroides_uniformis_ATCC_8492	M_leu_L__91__e__93__	5.378117872529405e-06	7.054606288225761e-07	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_k__91__e__93__	1.789780494092428e-05	6.997737469217399e-07	all	LB_extend
Clostridium_hiranonis_TO_931_DSM_13275	Eubacterium_rectale_ATCC_33656	M_h__91__e__93__	0.0006907626424092277	6.962196672842606e-07	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Faecalibacterium_prausnitzii_A2_165	M_trp_L__91__e__93__	3.3515025590492326e-06	6.844596046710618e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_cobalt2__91__e__93__	1.1506158155868252e-05	6.780947198314148e-07	all	LB_extend
Eubacterium_rectale_ATCC_33656	Bacteroides_uniformis_ATCC_8492	M_met_L__91__e__93__	4.491536379536636e-06	6.70186185573403e-07	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Bacteroides_uniformis_ATCC_8492	M_nh4__91__e__93__	3.690410269370796e-05	6.656872756199122e-07	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_fol__91__e__93__	1.4648740201895477e-06	6.451141119024506e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_fe2__91__e__93__	1.1506158155868252e-05	6.425614022144626e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_fe3__91__e__93__	1.1506158155868252e-05	6.425614022144626e-07	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_cl__91__e__93__	1.789780494092428e-05	6.345308785705886e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_mn2__91__e__93__	1.1506158155868252e-05	6.321253167670901e-07	all	LB_extend
environment	Bacteroides_uniformis_ATCC_8492	M_val_L__91__e__93__	5.2378449454260245e-06	6.135920601923825e-07	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Bacteroides_uniformis_ATCC_8492	M_nh4__91__e__93__	3.3904408247052963e-05	6.115778872828154e-07	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Faecalibacterium_prausnitzii_A2_165	M_h__91__e__93__	0.0005534919408251295	5.57864527157648e-07	all	LB_extend
Eggerthella_lenta_DSM_2243	Bacteroides_uniformis_ATCC_8492	M_h__91__e__93__	0.0005271147766446998	5.31278983380193e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_zn2__91__e__93__	8.07789172299132e-06	5.282133397664024e-07	all	LB_extend
Clostridium_hiranonis_TO_931_DSM_13275	Bacteroides_ovatus_ATCC_8483	M_h__91__e__93__	0.0005094845744655911	5.135095026038693e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_cu2__91__e__93__	8.07789172299132e-06	5.133177074292064e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_cobalt2__91__e__93__	8.07789172299132e-06	4.76056008489392e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_ca2__91__e__93__	1.1506158155868252e-05	4.6114380657088787e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_fe3__91__e__93__	8.07789172299132e-06	4.511098632704502e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_k__91__e__93__	1.1506158155868252e-05	4.4987122342558374e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_mn2__91__e__93__	8.07789172299132e-06	4.4378321547769713e-07	all	LB_extend
environment	Clostridium_hiranonis_TO_931_DSM_13275	M_mg2__91__e__93__	1.789780494092428e-05	4.3500614908916465e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_cl__91__e__93__	1.1506158155868252e-05	4.0792782509999724e-07	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Prevotella_copri_CB7_DSM_18205	M_co2__91__e__93__	9.25054273189048e-06	4.071117603591341e-07	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_nac__91__e__93__	3.297603176783022e-06	4.0264163476933674e-07	all	LB_extend
environment	Bacteroides_uniformis_ATCC_8492	M_pi__91__e__93__	3.972358940378252e-06	3.8126423044624634e-07	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	environment	M_h2__91__e__93__	0.000176348908078984	3.5548412890561586e-07	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Clostridium_hiranonis_TO_931_DSM_13275	M_h2o__91__e__93__	1.9196599971066715e-05	3.458305877987611e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_ca2__91__e__93__	8.07789172299132e-06	3.237457444740461e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_k__91__e__93__	8.07789172299132e-06	3.158318339530315e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_cl__91__e__93__	8.07789172299132e-06	2.8638549525521127e-07	all	LB_extend
environment	Prevotella_copri_CB7_DSM_18205	M_mg2__91__e__93__	1.1506158155868252e-05	2.7965717397837787e-07	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_pydx__91__e__93__	1.6488015883867646e-06	2.7561631159727294e-07	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Eubacterium_rectale_ATCC_33656	M_h__91__e__93__	0.000232842706383375	2.3468216376380364e-07	all	LB_extend
environment	Faecalibacterium_prausnitzii_A2_165	M_h__91__e__93__	0.00021039490696398195	2.120570267289974e-07	all	LB_extend
environment	Bacteroides_thetaiotaomicron_VPI_5482	M_mg2__91__e__93__	8.07789172299132e-06	1.9633315832730402e-07	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Bacteroides_ovatus_ATCC_8483	M_h__91__e__93__	0.00017173738111458362	1.7309410642538883e-07	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Collinsella_aerofaciens_ATCC_25986	M_glyc__91__e__93__	1.584319268835052e-06	1.4590550658446088e-07	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_zn2__91__e__93__	1.6488015883867646e-06	1.0781513586461055e-07	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Faecalibacterium_prausnitzii_A2_165	M_h2o__91__e__93__	5.968857410712859e-06	1.075301600254743e-07	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_cu2__91__e__93__	1.6488015883867646e-06	1.0477474573562536e-07	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_cobalt2__91__e__93__	1.6488015883867648e-06	9.716915376871489e-08	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_fe2__91__e__93__	1.6488015883867646e-06	9.207732470345887e-08	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_fe3__91__e__93__	1.6488015883867646e-06	9.207732470345887e-08	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_mn2__91__e__93__	1.6488015883867646e-06	9.058186166279208e-08	all	LB_extend
environment	Eubacterium_rectale_ATCC_33656	M_h__91__e__93__	8.850882177930307e-05	8.920804147135955e-08	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Bacteroides_uniformis_ATCC_8492	M_nh4__91__e__93__	4.822722095682327e-06	8.699370797854653e-08	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Bacteroides_ovatus_ATCC_8483	M_h2o__91__e__93__	4.531866813604858e-06	8.164248702045426e-08	all	LB_extend
Bacteroides_ovatus_ATCC_8483	environment	M_h2__91__e__93__	3.749185203435743e-05	7.55760753308577e-08	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_ca2__91__e__93__	1.6488015883867646e-06	6.608067005936476e-08	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_h__91__e__93__	6.528129437255257e-05	6.579701659809573e-08	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_k__91__e__93__	1.6488015883867646e-06	6.446533914322223e-08	all	LB_extend
Eggerthella_lenta_DSM_2243	Bacteroides_uniformis_ATCC_8492	M_for__91__e__93__	1.42821297406851e-06	6.429443473883173e-08	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_cl__91__e__93__	1.6488015883867648e-06	5.845496271307599e-08	all	LB_extend
Bacteroides_ovatus_ATCC_8483	environment	M_thymd__91__e__93__	1.9335684018941844e-07	4.6836440685402456e-08	all	LB_extend
Prevotella_copri_CB7_DSM_18205	environment	M_thymd__91__e__93__	1.9031718325172022e-07	4.610015066469769e-08	all	LB_extend
Bacteroides_uniformis_ATCC_8492	environment	M_meoh__91__e__93__	1.2824161667923478e-06	4.109079409151037e-08	all	LB_extend
environment	Bacteroides_ovatus_ATCC_8483	M_mg2__91__e__93__	1.6488015883867648e-06	4.007412260574032e-08	all	LB_extend
Bacteroides_uniformis_ATCC_8492	Prevotella_copri_CB7_DSM_18205	M_co2__91__e__93__	7.558572782535009e-07	3.3264900887297454e-08	all	LB_extend
Clostridium_hiranonis_TO_931_DSM_13275	Bacteroides_uniformis_ATCC_8492	M_h__91__e__93__	2.4824926845212637e-05	2.5021043767289815e-08	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	Blautia_hydrogenotrophica_DSM_10507	M_ala_L__91__e__93__	2.791665779595355e-07	2.4871760013491103e-08	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Faecalibacterium_prausnitzii_A2_165	M_h__91__e__93__	2.4549183271121046e-05	2.4743121818962898e-08	all	LB_extend
Faecalibacterium_prausnitzii_A2_165	environment	M_thymd__91__e__93__	6.734686330624355e-08	1.6313296004944767e-08	all	LB_extend
Eubacterium_rectale_ATCC_33656	Bacteroides_ovatus_ATCC_8483	M_succ__91__e__93__	9.74847488166012e-08	1.1315249764640536e-08	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Eubacterium_rectale_ATCC_33656	M_h__91__e__93__	1.0327337853967497e-05	1.040892382301384e-08	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Bacteroides_thetaiotaomicron_VPI_5482	M_for__91__e__93__	2.022068022575752e-07	9.102824499950165e-09	all	LB_extend
Bacteroides_thetaiotaomicron_VPI_5482	Bacteroides_uniformis_ATCC_8492	M_h__91__e__93__	8.368001969892564e-06	8.434109185454714e-09	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Bacteroides_ovatus_ATCC_8483	M_h__91__e__93__	7.617116226117345e-06	7.677291444303671e-09	all	LB_extend
environment	Bacteroides_uniformis_ATCC_8492	M_h__91__e__93__	3.180868348878459e-06	3.2059972088345985e-09	all	LB_extend
Bacteroides_uniformis_ATCC_8492	environment	M_h2__91__e__93__	6.780118300676587e-07	1.3667362470503865e-09	all	LB_extend
Eubacterium_rectale_ATCC_33656	Faecalibacterium_prausnitzii_A2_165	M_succ__91__e__93__	1.0285614720308182e-08	1.1938718718156114e-09	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Clostridium_hiranonis_TO_931_DSM_13275	M_for__91__e__93__	1.008261160323129e-08	4.5389295958730426e-10	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Bacteroides_uniformis_ATCC_8492	M_h__91__e__93__	3.7114833806929327e-07	3.740804099400407e-10	all	LB_extend
Bacteroides_ovatus_ATCC_8483	Faecalibacterium_prausnitzii_A2_165	M_for__91__e__93__	5.9666026400574574e-09	2.686009376885226e-10	all	LB_extend
Prevotella_copri_CB7_DSM_18205	Bacteroides_thetaiotaomicron_VPI_5482	M_for__91__e__93__	1.9928147490109866e-09	8.971133868212719e-11	all	LB_extend
Eubacterium_rectale_ATCC_33656	Bacteroides_thetaiotaomicron_VPI_5482	M_for__91__e__93__	1.8857055393400146e-09	8.488956054668517e-11	all	LB_extend
